Rank,Min Steps,Average Steps,Max Steps,Min Time,Average Time,Max Time,Count
23,78270,435634.3333333333,732089,7.817,49.60483333333334,106.489,6
25,1272,311840.68292682926,952782,0.101,27.545601626016264,130.917,123
27,545,34722.18090452261,425122,0.045,3.2460050251256267,42.726,199
30,45,1244.615,8419,0.001,0.14244999999999997,0.742,200
