Rank
103,3066885
105,3066885
108,1691723,1960477,2427266,2828934,3227842,3895677,4278579,4892950,5306105,5700066,6871991,7104375,7244647,7365163,8328926
111,851103,1113423,1121916,1362201,1418020,1490775,1577199,1621306,1669477,1682276,1765191,1827608,1903978,1942732,1962227,2015941,2092876,2112260,2175311,2200312,2596001,2659075,3068520,3118690,3246183,3301654,3377717,3537103,3600441,3637138,3657797,4077806,4275060,4536603,4589513,4623245,4691857,4829304,4912284,4927216,5062604,5225771,6494606,6538580,6693906,6735239,7289158,7525321,7612136,7860989,8827363,9525450,9897332
114,508427,608820,726523,962174,1006602,1008350,1092494,1112946,1188493,1238776,1265052,1314275,1361832,1388654,1399513,1463556,1471509,1498412,1508160,1557071,1584450,1613573,1647676,1656843,1750487,1769619,1817685,1854380,1875408,2006519,2023256,2038983,2077700,2078882,2080784,2111158,2325141,2329604,2375738,2418921,2466311,2484507,2486019,2503057,2646794,2687107,2736756,2805134,2935738,2952898,3078308,3097854,3112678,3166931,3272782,3302866,3408619,3504610,3588544,3682833,3824917,3828438,3872610,3896344,3936174,3967842,3976349,4022074,4087900,4094286,4292477,4408963,4519674,4536702,4565257,4690570,4752904,4758571,5336805,5440252,5725982,5796952,5819945,5835456,6008817,6272180,6333547,6603968,7063451,7072793,7538771,7598069,7708841,9051905,9177476,9362595
117,458452,470658,507762,521452,669229,699163,731598,849904,855482,880822,885422,885855,899924,915334,942418,953211,969207,1021420,1100710,1102939,1158357,1163119,1163561,1173994,1178912,1194225,1221393,1245304,1256594,1319646,1333268,1334595,1359699,1411578,1442126,1443283,1444920,1457382,1461180,1481313,1496464,1506322,1522352,1572656,1574842,1579149,1597060,1604641,1642449,1717548,1737655,1747139,1846138,1877968,1906738,1985022,2002825,2028114,2037364,2050142,2052882,2066533,2087704,2094895,2113652,2152992,2185158,2201716,2262678,2345021,2427533,2433373,2469964,2478119,2483858,2529318,2594803,2606957,2610252,2721515,2778743,2815801,2839213,2862972,2909253,2922629,2939123,2960739,2985495,3074200,3108459,3225193,3226613,3267812,3318758,3727428,3842019,3941737,3957781,3998227,4039777,4103333,4118437,4201319,4249998,4614389,5026521,5293250,5432212,5594299,5745634,5856628,5968223,6228527,7238056,7313605,7531771,8306647,8473957,8593518,9300188,9572794
120,331177,377438,391204,408959,420018,426219,436955,441728,520662,526824,545890,559968,564687,569956,607852,625380,645864,665719,670791,703740,704792,794286,801961,803342,839176,849275,856850,903951,917488,941005,948668,992574,1004311,1010668,1014259,1018250,1018984,1022818,1035400,1039261,1085857,1106608,1121244,1129689,1130403,1135817,1147809,1173980,1201237,1219461,1238044,1242527,1245535,1260753,1266337,1281099,1294075,1306579,1314600,1347433,1354693,1354842,1360923,1377658,1384561,1392811,1394606,1394740,1428127,1437877,1456287,1470260,1512621,1523729,1545732,1592637,1628141,1669627,1694077,1702217,1710164,1757697,1758565,1816853,1842170,1882959,1892039,1926777,1939020,1946446,1974322,1992510,2069219,2093889,2115090,2117753,2127113,2132262,2174582,2189720,2195645,2230799,2233854,2346282,2407290,2484223,2490601,2505305,2610690,2653319,2663601,2728679,2818292,2865866,2908224,2930103,2959804,3043891,3083095,3087701,3120032,3163301,3303107,3375163,3403242,3572232,3788727,4176133,4236152,4281992,5169777,5358260,5652308,6519131,6839356,7056116
123,233395,242256,292958,306525,313243,313688,320421,324126,349011,355494,360826,369844,376388,381968,382873,411349,413064,416715,454159,473890,477272,494740,500401,510076,523930,529355,532824,533606,536185,550589,552935,561455,598891,611493,646905,654764,666333,675212,736619,738646,745840,755865,762053,798808,798824,813246,814310,833860,853499,868668,870321,871418,888180,890289,911112,936850,942879,947829,957559,969085,969961,972014,979305,982698,996233,1001846,1018530,1020157,1027278,1027517,1028740,1034356,1066013,1076791,1106488,1109422,1115849,1120775,1123268,1127330,1134657,1142800,1153943,1161124,1203278,1213282,1213649,1213918,1220189,1229787,1256805,1278417,1282742,1290363,1296100,1297380,1340040,1357879,1368369,1402459,1404720,1416131,1430867,1447626,1461095,1469688,1526513,1557259,1574646,1577271,1583541,1589726,1632240,1681086,1705975,1729057,1801592,1872891,2025714,2038571,2150398,2178901,2212860,2286773,2447898,2553094,2584401,2703451,2732709,2825793,2839933,2912049,2982313,3003504,3030413,3043790,3939472
126,121392,122255,123072,124700,158480,163462,170779,180533,184703,218748,220048,223217,225233,232357,237624,249331,253592,254263,255749,265053,275750,296242,308609,328036,328149,329676,332889,334623,350982,357894,359635,370696,380980,382692,388402,412975,434121,435161,442240,444197,445223,449252,455827,457798,469226,485828,492050,503324,505298,531293,539413,555229,564532,568877,570001,601705,615381,619311,623879,626515,631295,635702,647085,660140,677543,684806,690566,695590,699085,717399,723144,727232,729523,735564,743210,768110,771707,790969,806276,817386,824964,826432,848550,849922,849925,856605,859122,860578,867103,867406,888915,904453,912589,944986,948861,979336,986691,995272,999099,1009104,1009335,1015764,1032513,1054589,1071824,1101898,1106269,1108562,1118975,1124214,1161560,1170797,1189664,1190065,1203080,1230766,1258076,1319351,1353739,1363339,1409237,1431421,1451913,1471074,1473635,1508458,1560910,1608788,1629852,1634446,1658719,1795892,1883664,1953715,2050487,2196763,2235469,2429998,3238047
129,25896,33657,36670,49104,52206,59313,72300,79830,84143,86293,92530,93492,99025,108681,108910,109716,109778,111088,120891,130764,138685,140885,141846,154552,158265,159049,159183,159821,163287,166603,167155,167763,168520,178638,191693,193171,195310,203923,210250,211840,214028,215724,220032,241618,246635,256321,258118,258503,262572,273691,278574,283634,288981,289294,289481,297334,298640,302992,303357,309060,327056,331907,334960,344471,345274,346673,347166,347877,349771,352315,364425,364531,382757,383153,394329,407078,408906,411765,414596,421719,427178,443003,448863,468535,484300,502164,502697,505913,512933,514130,526764,528918,535805,539318,558272,564064,570885,575344,577601,578669,584104,584632,594146,595250,607481,620597,633487,639760,655373,672659,680391,681041,705992,706043,734472,747333,762942,771156,772700,779738,781437,788773,796053,807257,834259,838857,852114,918281,945064,965999,967318,980287,1129478,1133063,1276497,1278588,1285000,1376496,1387261,1466252
132,2054,3353,5866,7267,7421,7558,11051,13118,14546,16944,16997,18763,20954,22345,26665,29481,31331,36504,38530,39644,43546,46612,47373,48223,48888,49916,50684,57426,61251,63279,65616,65732,66699,66795,67371,70163,70705,71439,71605,74592,74632,74707,82244,83739,84048,85969,86036,90153,90530,90583,92141,93455,94887,96677,98497,101797,103309,104316,106640,113235,114018,114183,115883,116564,124300,125788,129591,137651,143436,149734,149919,150532,153729,154590,154931,156982,163571,172405,172914,175926,181292,181938,183375,188288,189678,212883,216979,220029,220271,225118,231438,236135,236779,237452,240785,241668,242135,243162,243536,245154,249884,256468,260524,261720,263289,268552,278080,283155,283846,289605,293969,296608,309472,319582,324930,326236,331379,336155,349580,358509,359040,406012,409755,413454,426314,428508,428963,439314,482921,496921,499289,556856,580493,583044,625984,632757,634568,699155,717081,756378,1119970
