Rank
103,4162.796
105,4162.783
108,2895.524,2896.8360000000002,2966.0480000000002,3529.361,3637.352,4597.97,5528.404,6787.285,7487.993,8930.210000000001,9247.47,9288.413,9698.707,18520.894,19752.420000000002
111,1670.6970000000001,1783.809,1902.6770000000001,1968.531,2196.2780000000002,2203.292,2315.701,2349.404,2732.308,2889.5080000000003,2924.757,3097.638,3303.96,3417.127,3418.318,3426.763,3516.076,3539.8360000000002,3554.612,3999.0,4063.619,4098.87,4793.831,4821.959,5332.442,5506.669,5668.377,5818.937,5835.823,5896.831,6231.7660000000005,6634.186,6725.975,7037.837,7186.712,7286.255,7406.948,7595.5830000000005,8113.885,8597.319,9102.686,9106.202,9288.115,9387.835000000001,9551.97,9863.058,10150.247,10795.645,11449.256,14769.108,15077.769,15583.018,16099.598
114,1056.203,1244.758,1659.099,1662.788,1748.0230000000001,1841.155,1929.5420000000001,1941.106,2067.6440000000002,2150.483,2255.205,2537.8540000000003,2600.5080000000003,2608.274,2656.23,2795.319,2833.654,2871.785,2956.569,2999.038,3019.939,3173.925,3211.895,3229.26,3239.352,3262.402,3276.043,3316.076,3321.898,3338.271,3430.251,3451.697,3582.507,3731.1530000000002,3738.971,3823.213,3976.348,4268.02,4388.426,4434.8460000000005,4581.359,4617.6,4810.2880000000005,4822.581,4929.952,5022.235,5098.353,5359.732,5402.343,5467.2480000000005,5506.491,5649.924,5823.2,5838.6410000000005,5873.086,5970.435,6276.861,6300.188,6316.034000000001,6319.6720000000005,6454.771,6512.213,6610.005,6673.357,6806.731,6829.261,6902.409000000001,7264.397,7302.715,7421.466,7603.117,7627.823,7774.398,7835.686000000001,7837.101000000001,7911.467000000001,7945.134,8254.72,8350.453,8762.463,8990.084,9040.848,9106.301,9149.046,9355.522,9887.592,9925.152,10098.576000000001,11209.191,12159.117,12619.532000000001,12706.399,12735.402,14177.95,16741.179,19780.207000000002
117,960.9780000000001,995.547,1133.626,1227.377,1453.231,1464.394,1470.804,1532.584,1587.2350000000001,1628.291,1684.5620000000001,1691.963,1731.516,1745.1190000000001,1812.8220000000001,1835.924,1863.843,2006.166,2009.5620000000001,2191.48,2209.867,2333.2110000000002,2367.526,2456.886,2524.3540000000003,2542.087,2548.558,2557.488,2688.437,2721.071,2812.994,2825.1,2876.101,2906.3650000000002,2926.7690000000002,2930.4030000000002,2955.312,2957.062,2995.887,2996.157,3042.55,3186.509,3187.7780000000002,3188.853,3189.785,3190.694,3197.099,3207.939,3218.126,3235.931,3243.942,3318.251,3319.1730000000002,3433.068,3642.924,3712.823,3749.25,3783.328,3833.227,3860.563,3950.339,3957.527,4018.579,4040.0750000000003,4127.787,4342.505,4372.092,4450.784,4502.371,4526.702,4555.899,4561.317,4675.055,4676.052,4697.729,4814.527,4901.3,4962.809,5016.831,5034.938,5204.059,5230.002,5243.88,5307.235,5447.145,5489.893,5501.485,5593.446,5836.883,6098.107,6216.287,6452.029,6522.562,6695.987,6785.651,6900.036,7202.943,7251.82,7356.869000000001,7808.531,7882.687,7994.8060000000005,8321.023000000001,8380.737000000001,8614.735,8791.26,8872.018,9198.154,9214.578,9965.863,10959.255000000001,11260.593,11405.23,11947.167,12041.45,12221.372,12309.037,13387.888,14657.138,16470.69,16559.553,17829.112
120,704.9110000000001,785.3720000000001,835.756,839.725,920.71,964.095,976.287,993.097,1052.414,1082.174,1171.376,1209.38,1212.828,1321.203,1323.7450000000001,1367.248,1368.464,1410.564,1495.6000000000001,1509.212,1548.089,1702.955,1737.598,1758.4460000000001,1759.3110000000001,1828.486,1934.207,1935.1580000000001,1941.795,1953.383,1961.669,1993.0520000000001,2036.165,2092.131,2112.012,2129.707,2212.867,2226.695,2253.67,2266.1530000000002,2310.114,2350.005,2363.184,2397.0280000000002,2414.849,2422.312,2458.951,2467.738,2491.82,2500.328,2500.998,2522.866,2602.39,2671.562,2687.343,2706.968,2730.985,2746.672,2778.463,2789.958,2810.693,2830.876,2835.453,2852.341,2907.6040000000003,2909.114,2974.927,3006.145,3013.539,3033.6130000000003,3053.786,3057.529,3066.427,3077.88,3098.274,3116.3830000000003,3225.2580000000003,3285.332,3431.169,3543.4880000000003,3617.92,3631.466,3661.303,3674.168,3822.427,3849.8650000000002,3923.572,3926.272,3978.245,4002.5840000000003,4079.569,4109.385,4213.563,4217.939,4546.018,4564.483,4571.64,4572.36,4659.606,4782.778,4829.335,4846.536,4867.145,4878.822,4883.501,4885.342000000001,4954.196,4961.454,5132.585,5176.686,5281.7390000000005,5410.522,5760.400000000001,5805.309,6045.6410000000005,6107.042,6219.451,6481.869,6750.542,6838.093,6865.888,7281.57,7292.64,7362.778,7490.6320000000005,7723.563,8508.866,8564.963,9503.619,9683.238,9734.871000000001,12524.899,12983.686,13251.273000000001,13275.483,16857.668
123,558.86,634.0790000000001,652.53,664.416,671.29,673.523,693.664,760.499,763.96,773.514,783.755,834.148,901.318,914.081,924.679,928.046,933.628,977.27,1011.2420000000001,1032.411,1033.478,1057.8790000000001,1060.128,1098.185,1115.619,1177.656,1184.864,1193.817,1229.412,1252.957,1262.0520000000001,1276.365,1329.505,1363.108,1393.4460000000001,1393.5720000000001,1461.0720000000001,1515.151,1546.833,1679.9270000000001,1711.471,1716.7930000000001,1746.9,1748.26,1766.547,1817.117,1830.3210000000001,1876.693,1897.872,1919.195,1944.342,1994.751,1996.594,2030.713,2035.317,2067.531,2083.207,2084.638,2098.1530000000002,2130.873,2145.067,2196.097,2213.7580000000003,2261.224,2273.073,2287.813,2291.968,2316.449,2389.589,2394.598,2401.583,2407.927,2409.8250000000003,2438.542,2465.965,2486.377,2586.023,2597.4990000000003,2624.3540000000003,2627.998,2633.1240000000003,2639.7690000000002,2655.598,2657.507,2677.152,2740.736,2748.552,2774.26,2811.835,2820.667,2958.75,2965.814,2966.097,2967.931,3025.452,3030.543,3046.904,3146.33,3195.074,3258.9900000000002,3292.3630000000003,3356.51,3400.3160000000003,3434.447,3439.701,3456.071,3512.172,3538.677,3541.627,3570.866,3595.404,3731.0370000000003,3744.73,3857.0840000000003,4084.318,4102.616,4158.6410000000005,4220.843,4500.387,4589.901,4604.316,4673.544,4674.150000000001,5241.095,5586.563,5680.539,5972.8150000000005,6089.279,6232.157,6263.485000000001,6412.77,6430.4130000000005,6442.289,6568.174,8454.681,9079.097,12947.446
126,241.993,314.906,320.728,371.928,407.533,426.895,428.35900000000004,466.866,483.26300000000003,506.788,514.438,518.088,553.934,576.715,585.129,596.327,632.735,643.155,649.448,663.888,667.248,719.232,733.338,738.116,772.692,776.947,853.136,872.278,888.828,906.064,912.0790000000001,914.12,925.479,937.861,958.217,973.314,990.827,1000.869,1005.225,1015.2710000000001,1055.792,1100.733,1122.173,1130.582,1141.917,1158.635,1176.6680000000001,1211.07,1214.715,1229.19,1244.488,1267.582,1270.406,1270.597,1335.555,1444.7540000000001,1460.434,1463.675,1465.753,1489.913,1660.343,1664.359,1665.058,1670.928,1678.064,1686.481,1691.631,1707.789,1721.421,1739.565,1750.4270000000001,1783.892,1809.925,1811.9660000000001,1815.934,1833.224,1852.334,1872.04,1895.405,1911.788,2050.455,2068.887,2082.448,2082.6530000000002,2085.966,2116.554,2154.565,2175.951,2189.414,2212.792,2285.384,2329.834,2350.063,2382.282,2393.32,2412.719,2418.185,2420.4700000000003,2441.375,2510.764,2524.2110000000002,2525.338,2602.872,2634.8160000000003,2670.789,2678.971,2684.409,2718.0460000000003,2735.257,2738.289,2767.6330000000003,2794.003,2849.859,2874.724,2929.401,3027.51,3043.661,3049.656,3294.02,3403.375,3479.831,3485.386,3515.308,3567.233,3724.7200000000003,3771.4390000000003,3817.936,3955.848,3975.456,4122.428,4146.6990000000005,4306.6410000000005,4590.763,4726.7080000000005,4868.678,5107.868,5399.183,5647.96,7780.323
129,66.751,75.343,90.278,129.421,132.666,138.368,177.005,182.267,220.422,237.443,240.34,262.188,266.311,284.945,299.88,304.291,310.059,334.599,360.65000000000003,362.835,368.166,372.92900000000003,389.574,398.56100000000004,415.44800000000004,420.003,423.654,426.286,426.333,429.413,435.178,449.672,461.656,509.5,527.391,533.722,542.3050000000001,557.687,559.113,582.669,592.018,606.933,618.237,626.3580000000001,627.723,642.907,653.316,663.365,687.743,692.907,697.125,701.946,717.741,741.444,802.3580000000001,804.433,805.224,811.186,816.866,822.9590000000001,830.552,874.8100000000001,878.832,893.849,894.5790000000001,897.138,919.758,927.628,927.939,958.705,964.892,970.039,997.683,1015.716,1018.315,1027.916,1034.18,1043.994,1085.535,1114.814,1153.45,1168.684,1228.718,1229.421,1230.305,1234.276,1284.409,1298.0810000000001,1314.839,1315.78,1326.8020000000001,1329.808,1346.9470000000001,1360.942,1377.7440000000001,1393.816,1437.1770000000001,1439.508,1446.2830000000001,1451.868,1489.597,1516.154,1519.286,1564.656,1571.857,1607.818,1628.659,1630.8410000000001,1704.8890000000001,1731.974,1770.295,1770.377,1773.143,1792.3,1828.295,1834.096,1901.012,1991.599,2013.096,2074.517,2086.6910000000003,2088.57,2153.458,2168.346,2171.507,2249.8830000000003,2356.743,2427.651,2490.84,2527.273,2661.049,2902.757,3080.98,3217.073,3378.902,3420.909,3459.464,3484.632,3622.6730000000002,3960.631
