Rank
108,1372551,1676968,3348482
111,1017862,1205077,1311447,1833997,1922746,2757588,2935775,3091624
114,574781,579738,664406,1069571,1084967,1143084,1367437,1696678,1756523,1776122,1842631,2121806,2284491,2455839,2520561,2562484,2600845,2899718,2900581,3320474,3412340
117,457096,520059,541842,663676,805502,808551,920168,1111711,1217198,1235492,1251313,1337289,1408696,1448261,1452061,1497654,1638626,1643855,1656244,1671569,1850976,1884431,1889149,1898524,2002162,2063968,2292920,2300826,2362290,2429435,2440697,2500859,2523006,2662827,3107130
120,262811,303130,432612,432728,468235,525461,626034,711115,753112,787572,794707,830736,884929,904539,1024390,1053567,1064416,1075682,1095277,1125727,1131052,1137555,1186398,1188131,1256190,1270304,1337199,1364225,1426740,1465690,1504871,1561158,1583597,1604379,1606329,1609507,1622659,1630900,1754503,1763179,1875750,2065856,2116549,2275080,2303059,2324260,2385478,2394246,2689238,2739484
123,99632,217165,222425,224109,255483,267448,327035,407614,418875,479525,559595,575166,577091,590974,591949,622115,630349,654995,674369,674820,678415,708513,747566,774774,780545,802590,808910,811369,886012,913771,919252,920152,926144,961565,981422,983736,998469,1114711,1120665,1129289,1129435,1135870,1169868,1173641,1212724,1232815,1262496,1289097,1395930,1495725,1500300,1537135,1653397,1753338,1784460,1918344,2165748,2354526
126,67902,87143,130441,138970,168264,178562,195665,209414,211620,227709,257618,285218,320671,330061,336673,342910,344392,398470,416498,478012,479803,479917,485139,488792,544910,546906,549854,582636,591478,599543,603359,638442,643452,645389,657227,694245,697065,708770,711499,781967,826779,832186,834056,837788,856726,868531,912456,912856,982079,1022526,1046322,1056527,1134608,1173037,1202625,1208702,1211348,1345091,1391860,1498452,1578255,1933014,2243060
129,24095,45006,59543,69871,74015,87774,99509,102060,103298,125895,127211,134269,158862,170233,186286,196854,209116,210889,219593,223553,229916,239880,259089,269373,272789,303439,308915,319199,337208,346202,354862,386343,403276,404371,417002,420219,458835,469356,469400,475287,533957,537526,543434,543609,553828,557962,573809,574186,591296,637477,654555,684674,694762,704705,736348,745198,747272,764187,767495,911050,916312,1032853,1064335,1067822
132,3063,6951,9278,10110,17840,19342,19492,26652,29028,30947,32061,35751,37568,39961,40107,43340,47609,49828,58337,58965,60387,62476,69158,73732,78548,79670,80497,84106,87605,89158,107298,108430,109613,129433,133344,148981,149212,162827,168560,172379,173465,178427,189931,200810,208614,212604,260497,261742,263371,279449,285568,301628,322001,325655,351454,352812,413231,423795,461572,503607,504690,505976,524391,807872
