Rank
50,4.063
52,3.1870000000000003,4.0600000000000005,16.71
54,3.186,4.059,16.71
57,3.1750000000000003,4.041,16.707,32.286,154.677
60,1.06,1.691,1.927,2.708,3.0580000000000003,3.482,3.583,4.019,4.547,5.836,7.5200000000000005,8.796,8.982,12.743,14.072000000000001,20.267,30.655,31.776,35.800000000000004,59.714
63,0.333,0.779,0.787,1.065,1.829,1.862,2.066,2.6510000000000002,2.973,3.49,4.2940000000000005,4.649,4.7620000000000005,5.2010000000000005,5.606,6.438,7.002,7.141,8.142,8.24,8.329,10.591000000000001,12.061,16.877,30.873
66,0.20700000000000002,0.221,0.265,0.337,0.382,0.445,0.55,0.668,0.6990000000000001,0.783,0.991,1.115,1.234,1.375,1.377,1.584,1.586,1.6400000000000001,3.496,3.5180000000000002,3.561,3.962,4.265,4.408,4.705
69,0.029,0.047,0.064,0.113,0.122,0.152,0.155,0.185,0.223,0.279,0.341,0.352,0.367,0.47300000000000003,0.651,0.655,1.029,1.1340000000000001,1.186,1.543,1.555,1.868,2.71,3.46,3.463
