Rank
23,0.012,0.033,0.036000000000000004,0.043000000000000003,0.048,0.051000000000000004,0.056,0.058,0.059000000000000004,0.06,0.064,0.08600000000000001,0.092,0.099,0.108,0.18,0.20700000000000002,1.349,3.664,5.37,6.195
24,1.02,2.949,3.384,3.7720000000000002,3.826,4.113,4.264,4.479
25,0.018000000000000002,0.025,0.027,0.03,0.032,0.034,0.034,0.035,0.036000000000000004,0.041,0.041,0.048,0.062,0.063,0.069,0.074,0.075,0.075,0.078,0.08600000000000001,0.089,0.089,0.091,0.098,0.10300000000000001,0.13,0.146,0.164,0.165,0.17300000000000001,0.183,0.189,0.191,0.194,0.2,0.252,0.35000000000000003,0.354,0.358,0.363,0.367,0.375,0.392,0.392,0.405,0.41000000000000003,0.41300000000000003,0.417,0.418,0.419,0.421,0.424,0.425,0.429,0.435,0.45,0.47100000000000003,0.485,0.489,0.508,0.514,0.515,0.516,0.521,0.544,0.577,0.675,0.681,0.687,0.6890000000000001,0.6890000000000001,0.6940000000000001,0.711,0.718,0.719,0.722,0.742,0.742,0.745,0.754,0.762,0.764,0.771,0.772,0.774,0.785,0.794,0.802,0.805,0.812,0.8150000000000001,0.8290000000000001,0.834,0.836,0.843,0.844,0.845,0.858,0.888,0.905,1.0,1.0030000000000001,1.008,1.0170000000000001,1.0170000000000001,1.0170000000000001,1.034,1.042,1.05,1.059,1.062,1.063,1.07,1.092,1.097,1.104,1.108,1.109,1.118,1.119,1.121,1.125,1.127,1.137,1.159,1.16,1.17,1.172,1.202,1.229,1.231,1.325,1.327,1.339,1.343,1.345,1.349,1.358,1.362,1.377,1.3820000000000001,1.3840000000000001,1.397,1.4020000000000001,1.412,1.437,1.443,1.444,1.449,1.454,1.457,1.463,1.465,1.467,1.47,1.482,1.483,1.496,1.5010000000000001,1.546,1.562,1.567,1.569,1.584,1.586,1.594,1.6460000000000001,1.6500000000000001,1.661,1.671,1.671,1.673,1.681,1.681,1.701,1.732,1.738,1.741,1.743,1.743,1.768,1.772,1.776,1.784,1.798,1.801,1.803,1.808,1.809,1.814,1.816,1.821,1.83,1.865,1.8860000000000001,1.895,1.968,1.976,1.982,1.991,1.997,2.0,2.001,2.009,2.023,2.023,2.052,2.06,2.065,2.079,2.084,2.092,2.098,2.104,2.118,2.125,2.134,2.141,2.146,2.148,2.156,2.1590000000000003,2.161,2.173,2.205,2.224,2.229,2.2880000000000003,2.302,2.303,2.311,2.319,2.331,2.331,2.332,2.334,2.343,2.346,2.35,2.351,2.37,2.371,2.38,2.403,2.418,2.424,2.424,2.4250000000000003,2.426,2.447,2.45,2.46,2.48,2.487,2.492,2.505,2.505,2.524,2.551,2.555,2.573,2.609,2.622,2.629,2.629,2.63,2.64,2.653,2.662,2.6630000000000003,2.678,2.693,2.702,2.712,2.728,2.741,2.746,2.746,2.749,2.762,2.767,2.785,2.787,2.816,2.818,2.838,2.85,2.851,2.867,2.875,2.875,2.914,2.9290000000000003,2.9410000000000003,2.951,2.954,2.972,2.973,2.989,2.996,3.004,3.013,3.025,3.036,3.051,3.055,3.063,3.069,3.073,3.085,3.089,3.097,3.103,3.112,3.116,3.12,3.12,3.1430000000000002,3.158,3.182,3.1950000000000003,3.197,3.197,3.198,3.213,3.2560000000000002,3.2640000000000002,3.3280000000000003,3.361,3.367,3.395,3.399,3.735,3.84,3.857,3.886,3.887,4.164,4.496,4.599,4.612,4.65,4.651,4.929,5.257,5.354,5.368,5.413,5.423,5.695,6.015000000000001,6.106,6.125,6.182,6.188,6.46,6.78,6.861,6.888,6.947,6.957
26,0.002,0.004,0.004,0.008,0.008,0.009000000000000001,0.012,0.014,0.019,0.02,0.027,0.027,0.029,0.031,0.033,0.04,0.041,0.046,0.053,0.059000000000000004,0.099,0.195,0.338,0.356,0.427,0.519,0.653,0.6940000000000001,0.845,0.969,1.016,1.031,1.262,1.283,1.327,1.335,1.544,1.594,1.657,1.678,1.9100000000000001,1.98,2.057,2.096,2.226,2.301,2.5100000000000002,2.545,2.57,2.622,2.864,2.923,2.943,3.082,3.34,3.593,3.648,3.759,4.096,4.599,5.365,6.136,6.5520000000000005
27,0.014,0.014,0.017,0.025,0.027,0.027,0.029,0.038,0.041,0.045,0.054,0.083,0.123,0.328,0.375,0.659,0.676,0.715,0.726,0.743,0.744,0.997,1.057,1.309,1.326,1.401,1.424,1.44,1.442,1.6580000000000001,1.7530000000000001,1.941,1.975,2.109,2.122,2.1390000000000002,2.302,2.464,2.571,2.632,2.816,2.82,2.837,2.96,3.157,3.203,3.5220000000000002,3.532,3.673,3.842,4.22,4.221,4.484,4.917,4.918,5.117,5.6160000000000005,5.618,5.753,6.315
28,0.002,0.003,0.003,0.003,0.004,0.004,0.006,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.008,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.011,0.012,0.012,0.012,0.012,0.013000000000000001,0.013000000000000001,0.014,0.014,0.014,0.015,0.015,0.016,0.016,0.016,0.017,0.018000000000000002,0.019,0.02,0.02,0.02,0.021,0.022,0.022,0.022,0.023,0.024,0.024,0.027,0.027,0.03,0.03,0.03,0.03,0.031,0.032,0.033,0.036000000000000004,0.037,0.038,0.038,0.04,0.04,0.04,0.042,0.044,0.045,0.047,0.048,0.051000000000000004,0.051000000000000004,0.054,0.058,0.061,0.073,0.085,0.091,0.14,0.454,0.458,0.536,0.591,0.591,0.595,0.618,0.662,0.666,0.68,0.6970000000000001,0.7020000000000001,0.7030000000000001,0.704,0.745,0.75,0.76,0.772,0.8260000000000001,0.88,1.0170000000000001,1.026,1.028,1.035,1.037,1.055,1.06,1.087,1.094,1.167,1.182,1.199,1.221,1.292,1.305,1.314,1.337,1.345,1.368,1.381,1.399,1.475,1.489,1.5,1.526,1.563,1.581,1.599,1.729,1.737,1.7650000000000001,1.826,1.9180000000000001,1.925,1.984,2.0060000000000002,2.032,2.033,2.041,2.045,2.061,2.061,2.064,2.091,2.096,2.101,2.108,2.13,2.153,2.208,2.234,2.235,2.279,2.2960000000000003,2.315,2.352,2.437,2.548,2.577,2.614,2.623,2.638,2.668,2.6710000000000003,2.698,2.741,2.8000000000000003,2.888,2.938,2.9410000000000003,2.976,2.978,3.0,3.033,3.0340000000000003,3.041,3.043,3.057,3.065,3.08,3.084,3.117,3.128,3.146,3.1710000000000003,3.1750000000000003,3.289,3.329,3.363,3.402,3.418,3.424,3.452,3.503,3.5220000000000002,3.641,3.653,3.6750000000000003,3.721,3.722,3.789,3.807,3.839,3.947,3.991,4.03,4.045,4.058,4.073,4.086,4.096,4.105,4.105,4.115,4.157,4.207,4.207,4.4110000000000005,4.442,4.463,4.466,4.541,4.603,4.659,4.665,4.689,4.699,4.7540000000000004,4.909,5.066,5.0680000000000005,5.077,5.099,5.121,5.1290000000000004,5.143,5.143,5.203,5.2170000000000005,5.218,5.244,5.258,5.271,5.292,5.329,5.365,5.422,5.604,5.68,5.713,5.878,5.91,5.949,5.966,5.99,6.0440000000000005,6.078,6.093,6.107,6.140000000000001,6.144,6.156,6.17,6.283,6.285,6.306,6.311,6.613,6.6930000000000005,6.7,6.711,6.7940000000000005,7.091,7.151,7.152,7.171,7.188,7.321,7.325,8.1,8.162,8.167,8.186,8.224,8.359,8.36,9.135,9.157,9.187,9.202,9.245000000000001,9.384,9.397
29,3.672
30,0.001,0.002,0.002,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.007,0.007,0.007,0.007,0.007,0.007,0.008,0.008,0.008,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.01,0.01,0.01,0.01,0.011,0.011,0.011,0.011,0.012,0.012,0.013000000000000001,0.013000000000000001,0.014,0.014,0.015,0.015,0.017,0.017,0.017,0.017,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.018000000000000002,0.019,0.019,0.02,0.02,0.022,0.022,0.023,0.024,0.024,0.025,0.026000000000000002,0.028,0.029,0.029,0.03,0.03,0.031,0.031,0.032,0.032,0.035,0.035,0.036000000000000004,0.038,0.038,0.038,0.039,0.039,0.041,0.042,0.045,0.045,0.048,0.05,0.053,0.066,0.07,0.076,0.081,0.088,0.097,0.664,0.667,0.74,1.314,1.418,2.098,2.702,3.314,3.911,4.5200000000000005,5.122,5.729
