Rank,Min Steps,Average Steps,Max Steps,Min Time,Average Time,Max Time,Count
51,238234,238234.0,238234,37.952,37.952,37.952,1
54,237738,237738.0,237738,37.917,37.917,37.917,1
57,101094,155113.0,237702,14.316,23.522666666666666,37.915,3
60,41305,444333.14285714284,2842124,8.198,65.20214285714286,391.298,14
63,26691,88502.53333333334,250977,5.987,16.446466666666666,42.384,15
66,5163,28506.25,104615,1.548,6.531375000000001,22.312,16
69,78,6523.5625,16108,0.199,1.9855625000000001,4.521,16
