Rank
54,542751,562714,631184
55,391020,443510,524136
56,111468,382459,421535,456483,818127
57,86943,242185,309066,336218,340761
58,81225,151346,183446,310723,328493
59,48208,120489,165659,237486,259246
60,39358,88536,163176,179818,224812
61,25080,85256,92940,142296,143781
62,11802,16408,49470,88888,138997
63,5868,9219,13947,15162,88556
