Rank
51,37.952
54,37.917
57,14.316,18.337,37.915
60,8.198,9.162,14.015,17.962,18.001,23.388,25.205000000000002,30.296,46.665,64.7,74.985,79.178,109.777,391.298
63,5.987,7.698,7.79,8.865,9.036,9.947000000000001,10.897,11.585,12.483,15.279,17.165,22.791,24.141000000000002,40.649,42.384
66,1.548,2.411,2.587,2.7960000000000003,3.5180000000000002,3.528,3.998,4.116,4.222,5.433,5.591,8.039,9.889,11.082,13.432,22.312
69,0.199,0.41100000000000003,0.937,0.9450000000000001,1.1380000000000001,1.365,1.442,1.522,1.979,2.097,2.309,2.9170000000000003,2.976,3.227,3.7840000000000003,4.521
