Rank
49,144.80700000000002
51,132.838,144.68,144.80700000000002
54,40.35,107.287,132.743,144.675,144.752,161.659,527.53
57,33.862,37.223,40.257,54.645,63.244,106.276,116.28,132.677,144.53,144.75,151.83100000000002,161.297,167.052,259.089,527.038
60,7.4750000000000005,9.791,10.301,12.162,14.847,15.821,18.011,20.796,21.044,21.307000000000002,24.956,25.122,25.549,26.121000000000002,26.273,26.755,27.82,33.42,34.235,34.742,36.274,36.844,37.274,38.823,39.135,39.79,41.811,42.04,42.102000000000004,42.392,42.528,42.568,42.582,42.923,43.358000000000004,44.198,44.305,45.156,47.79,48.022,48.204,48.4,48.534,49.906,50.278,55.591,56.001,56.858000000000004,56.956,58.465,60.612,60.796,61.477000000000004,63.784,64.159,66.764,67.247,76.563,76.687,81.877,82.85600000000001,84.22800000000001,84.659,88.248,94.165,96.154,99.714,100.994,101.129,101.811,103.892,104.58800000000001,105.039,107.452,108.888,111.346,111.532,116.536,116.671,117.653,118.324,118.82300000000001,120.819,122.88,126.369,131.565,132.501,133.142,133.762,135.242,137.50300000000001,138.12,143.333,144.002,144.071,153.936,154.778,158.398,168.261,172.949,208.103,208.226,237.431,242.268,255.458,258.144,266.048,267.627,276.315,283.005,299.669,316.036,349.538,350.177,383.163,423.914,454.113,498.206,498.474,725.231,1054.65
63,3.2920000000000003,4.0680000000000005,4.083,4.482,4.596,4.958,5.8500000000000005,5.854,6.1370000000000005,6.631,7.107,7.266,7.548,8.329,8.673,8.821,9.733,10.079,10.186,10.393,12.715,12.723,13.313,13.972,14.648,15.322000000000001,15.349,15.686,16.439,17.078,17.466,17.782,18.254,18.548000000000002,18.61,19.185,19.713,19.836000000000002,19.895,20.363,20.445,20.646,20.767,21.339000000000002,22.042,22.769000000000002,22.842,24.27,24.294,24.342,24.591,24.826,25.684,26.095,26.436,26.723,27.163,28.291,30.078,30.682000000000002,31.506,31.51,32.009,32.29,32.572,34.577,34.687,35.805,36.086,36.527,36.63,37.02,37.137,38.725,38.745,39.516,40.216,40.217,40.766,40.929,41.058,41.476,42.883,43.566,44.276,45.193,45.871,46.62,46.707,46.782000000000004,47.571,48.688,50.853,52.062,53.371,53.99,54.074,55.896,56.337,56.956,57.568,57.86,57.88,58.088,58.488,59.851,60.03,62.03,63.717,63.726,65.565,67.1,67.813,68.736,69.751,69.777,69.833,76.61,78.375,79.065,81.04,83.19800000000001,84.682,84.927,86.644,86.761,87.22500000000001,87.868,88.836,92.93900000000001,95.965,96.758,97.334,99.286,100.643,112.136,119.619,123.20700000000001,123.538,135.989,160.992,167.001,170.345,174.715,193.66,203.21200000000002,229.52100000000002,379.664,1193.422
66,0.095,0.136,0.137,0.15,0.17200000000000001,0.177,0.198,0.203,0.224,0.296,0.312,0.34800000000000003,0.35000000000000003,0.367,0.391,0.425,0.489,0.5680000000000001,0.632,0.638,0.714,0.737,0.746,0.747,0.773,0.807,0.896,0.899,1.089,1.135,1.155,1.191,1.249,1.428,1.596,1.697,1.705,1.827,1.8860000000000001,1.944,2.0340000000000003,2.06,2.261,2.412,2.457,2.461,2.716,2.749,3.067,3.1510000000000002,3.234,3.25,3.259,3.293,3.309,3.317,3.504,3.557,3.602,3.739,4.074,4.174,4.722,5.154,5.219,5.256,5.511,6.572,6.96,7.085,7.095,7.743,7.916,8.662,8.665000000000001,8.837,8.91,9.259,9.769,9.928,10.078,10.201,10.225,10.282,10.574,11.172,11.412,11.506,11.719,11.805,12.009,12.863,13.454,13.468,13.503,14.825000000000001,14.908,15.457,15.987,16.814,17.384,17.735,17.811,18.131,18.227,18.494,18.753,19.066,19.159,19.455000000000002,19.558,21.005,21.724,22.294,22.471,22.763,22.792,22.902,24.166,26.193,26.508,26.701,27.809,27.944,28.04,28.342000000000002,28.990000000000002,29.692,29.693,31.342000000000002,32.657000000000004,33.535000000000004,34.034,34.359,37.906,38.18,39.297000000000004,40.522,42.948,44.372,44.658,45.073,49.88,49.927,50.702,52.853,56.050000000000004,59.613,68.999,70.362,75.802,93.291,103.034
69,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.007,0.008,0.011,0.013000000000000001,0.014,0.016,0.016,0.017,0.021,0.022,0.023,0.026000000000000002,0.027,0.029,0.032,0.034,0.034,0.034,0.036000000000000004,0.042,0.043000000000000003,0.045,0.046,0.053,0.056,0.058,0.058,0.06,0.06,0.06,0.06,0.063,0.069,0.074,0.11800000000000001,0.156,0.157,0.191,0.195,0.20400000000000001,0.20500000000000002,0.244,0.25,0.28700000000000003,0.301,0.303,0.34600000000000003,0.359,0.364,0.365,0.405,0.437,0.449,0.5680000000000001,0.599,0.641,0.79,0.9540000000000001,0.96,1.048,1.232,1.242,1.296,1.976
