Rank
105,94298.682,96284.707,112307.361,215139.018,219987.601,254637.999
108,35088.195,36821.907,38807.786,41043.566,48639.741,52586.919,57321.447,58460.118,59913.404,62430.732,64302.25,68960.98,81879.91,82912.735,91874.172,92395.7,94543.288,101368.676,103836.948,110411.346,111112.74,119017.443,121352.834,131027.124,132763.825,142378.877,156436.538,157082.81900000002,170991.032,174541.36000000002,176767.562,189814.191,217054.605,222603.843,246778.412,251263.69,254390.534,258650.688
111,29133.198,31672.812,31788.887000000002,34555.508,34765.522,36356.827,40066.338,40399.942,41267.883,41948.126000000004,43369.558000000005,44795.691,46376.919,47150.043,49715.698000000004,50195.991,50814.795,51915.252,51944.64,53662.531,54210.763,54615.379,56151.411,57471.943,58344.749,58539.766,58673.857,62644.438,64201.538,64222.804000000004,64648.676,64679.331,64905.145000000004,65433.307,67820.27,70122.594,70580.845,70582.232,70879.216,71432.973,71437.583,72009.669,72547.649,73300.087,73336.772,77368.787,77961.876,78029.973,78120.732,78854.213,79047.791,80958.919,81184.073,83974.859,85071.05,86008.188,87169.064,89131.217,89291.54000000001,89827.663,91209.211,91234.523,92135.064,92846.513,93905.744,97407.545,97530.94900000001,99016.77,99608.126,99726.848,100414.21,101475.989,101941.034,104448.337,104535.882,104627.077,104934.639,104977.946,107583.432,107656.825,108147.761,108294.842,110756.092,110771.479,112581.201,118318.624,118404.732,123232.494,124014.842,124931.202,125219.93000000001,125499.371,126778.744,126966.489,129183.454,130172.302,130881.238,131491.165,132412.554,135073.169,135296.569,136174.804,137120.565,138942.433,139536.152,139640.67,141314.661,143783.223,143954.794,148767.127,150191.824,150261.334,153670.24300000002,154090.206,155803.331,158745.056,160026.833,161888.52,162775.796,171819.58800000002,172799.62,173269.92500000002,176466.92500000002,179052.144,179447.03,183165.622,184933.893,185040.267,185581.195,185659.904,188686.954,189412.218,190591.592,190886.765,192260.61000000002,193379.548,195848.043,199258.889,199698.43,202925.394,203210.407,205213.461,205340.245,205457.852,206603.791,211370.548,211770.992,213208.65,214364.159,214958.245,216596.321,220826.065,222367.182,224000.989,224575.146,225249.29200000002,226267.737,229919.10700000002,234555.764,234717.915,237893.862,239546.412,242780.49300000002,243321.958,244484.503,246589.462,247785.98200000002,254568.912,260380.437,264453.43700000003,265225.351
114,10977.072,13773.595000000001,17271.629,18478.751,18592.368,20716.468,21356.19,21735.94,22939.502,23351.447,23439.693,23668.582000000002,23748.449,24763.191,25156.536,25318.779000000002,27349.3,27678.791,28155.65,28333.127,28530.746,28665.531,29283.446,30017.628,30391.127,31009.073,31350.049,31618.305,32348.173,33507.918,34324.914000000004,34901.477,35161.454,35289.145000000004,35481.409,35663.376000000004,35974.950000000004,36307.032,36556.816,37772.439,38387.434,39218.46,39890.769,40146.243,40204.854,40578.209,41065.313,41190.579,41612.642,41780.574,42236.054000000004,42417.286,42762.64,42790.686,42830.851,42933.137,43063.169,43357.808000000005,46966.447,46972.689,47827.324,48210.141,48987.669,49202.578,49678.325000000004,50006.822,50419.49,50679.548,50975.916,51295.344000000005,51325.72,51986.8,52089.753000000004,52131.844000000005,52445.06,52483.458,52670.032,53207.962,53390.926,54862.963,55468.691,56608.362,56741.642,57280.249,57386.351,57945.723,58092.545,58456.274,58566.439,59356.483,60821.011,60834.954,60898.285,61337.359000000004,61608.91,61801.411,62396.228,63427.071,64070.62,64110.336,64199.774000000005,64326.6,64775.462,65412.121,65729.43400000001,66093.678,66419.12700000001,66769.412,66800.279,67003.491,67500.815,68309.853,68471.08,68580.3,69281.511,69338.25600000001,69821.54000000001,70600.03,71317.611,71353.798,71909.099,72300.001,72521.618,73050.972,73125.623,73688.495,73746.856,73769.834,73774.158,74139.996,74362.632,74461.975,74904.903,75204.818,75634.024,75848.244,76265.672,76486.607,76518.154,77286.488,77544.405,78582.014,78969.848,79072.205,79906.295,80561.448,81234.42,81677.695,82462.72,82899.481,84084.407,84234.152,85268.942,85620.98,85757.063,85811.247,85875.763,85999.688,86431.355,86769.329,86962.104,87178.855,87346.974,87790.319,87806.91900000001,87849.118,88047.714,88311.865,88458.032,89122.031,89590.089,89679.634,90513.189,91325.614,91535.523,91626.262,91887.385,92317.23,92418.807,92459.352,92716.476,94161.09700000001,94810.25,94895.089,95523.35800000001,95636.047,96349.895,96903.48300000001,97364.107,97403.235,97992.008,98979.876,99298.912,99461.204,100316.895,100524.638,101211.50200000001,101529.469,101578.13100000001,102061.856,102669.497,102718.322,103627.284,103682.796,104969.418,105466.549,106321.614,106428.99100000001,106500.143,107282.292,108791.238,111626.923,111707.861,112095.577,112097.974,112489.514,112531.462,112977.874,114677.657,116124.717,116930.927,117201.07400000001,117773.216,118414.344,119270.11200000001,119569.467,119638.054,120002.394,120479.004,120832.808,120871.21,121998.663,122215.408,122230.67300000001,122411.224,122854.092,122899.59700000001,122937.509,123759.531,124069.388,124205.79400000001,125132.68800000001,125673.751,126658.21800000001,127806.316,127920.106,128081.42300000001,128706.137,128796.202,128796.225,129702.15400000001,130789.967,131104.476,131517.336,131881.671,132037.464,133194.488,133567.2,134026.325,136451.4,137183.171,137992.501,138446.084,138716.923,138798.808,138875.054,141031.99300000002,141298.037,142757.29200000002,143055.597,144620.559,145411.316,147830.155,148037.363,149002.975,151354.33000000002,151877.776,152573.511,153128.182,154261.32200000001,155349.683,157208.908,157453.471,159914.288,161084.961,161326.571,161747.517,162551.218,163412.30000000002,165617.94700000001,165791.312,166436.104,168908.908,169105.95,169246.814,170412.467,171233.285,173038.468,173737.191,173986.896,174996.407,175843.265,176016.644,180686.663,181155.796,181771.509,182033.35700000002,183030.71300000002,183472.674,183957.995,184192.669,185438.33000000002,185577.253,190692.296,191071.997,191573.305,192135.96300000002,192606.967,194105.75400000002,194401.696,194532.20500000002,195057.027,195503.332,196464.264,199192.673,199260.812,200252.23500000002,200535.255,201059.567,203551.77000000002,204419.42,207230.31100000002,208188.478,208287.12900000002,211492.029,212651.153,216447.49,218146.825,219526.181,219560.038,221192.427,224763.73200000002,225510.007,226091.961,227291.218,231867.98,232527.621,233646.219,235623.774,236517.464,236665.555,237459.019,239907.699,243519.962,244676.222,247141.988,247224.788,247854.953,250228.92,251671.916,253875.071,257032.07700000002,257951.70200000002,263275.654
117,1423.2640000000001,6697.341,10224.743,10960.431,11589.797,11699.764000000001,12339.937,12581.157000000001,13190.18,13595.466,13773.594000000001,14120.145,15810.948,16259.756000000001,16406.609,16588.61,16823.148,16838.436,17196.819,17407.236,18363.985,18477.510000000002,19389.077,19684.146,19706.817,19909.243000000002,20069.429,20262.115,20435.862,20508.129,20525.817,21219.112,21617.093,21919.678,22648.778000000002,22797.348,22801.424,23044.831000000002,23060.2,24247.558,24296.672000000002,25072.917,25567.831000000002,25770.673,25966.588,26528.741,26576.715,26941.681,27615.952,27845.534,28136.238,28999.760000000002,29357.956000000002,29443.782,29551.588,29582.569,29698.5,29912.857,29969.146,30210.218,30477.247,30816.548,31022.431,31292.958000000002,31516.780000000002,32092.858,32476.413,32543.845,33034.245,33094.753000000004,33112.642,33490.578,33623.984000000004,34120.768000000004,34279.493,34717.422,34742.586,35457.719,36076.146,36188.631,36660.48,36835.536,36947.36,38201.839,38296.008,38727.992,38973.956,39074.564,39174.835,39388.003000000004,39633.293,39693.187,39939.416,39968.17,40203.571,40234.438,40503.958,40531.708,40567.844,40770.106,40937.098,41640.215000000004,41726.775,42112.612,42201.341,42202.097,42403.058,42664.871,42802.925,43326.695,43550.169,43797.275,43800.204,44027.679000000004,44420.579,44496.736000000004,44503.426,44881.98,44973.028,45192.517,45205.783,45270.602,45345.536,45493.945,45663.649,45941.465000000004,45967.512,46185.282,46281.774,46346.983,46503.859000000004,46590.142,46697.069,46739.588,46747.802,47153.442,47156.747,47156.749,47193.112,47559.934,47640.599,47853.709,48298.319,48476.229,48629.897000000004,49048.307,49279.848,49374.636,49447.798,49643.841,49685.751000000004,49972.759,50431.395000000004,50437.941,50731.653,50748.298,51036.585,52205.134,52298.947,52311.28,52329.867,52916.839,53040.195,53513.618,53706.086,54157.904,54262.245,54557.401,54610.521,54806.096,54956.447,55498.785,55944.438,55991.532,56143.442,56307.89,56449.625,56587.379,56593.174,56860.649,56968.708,57412.772000000004,57599.742,57997.866,58003.678,58630.807,58763.359000000004,58963.638,59337.089,59368.78,59555.665,59765.698000000004,59792.213,60149.475,60326.17,60447.399000000005,60581.629,60921.339,61148.883,61217.418,62092.26,62813.054000000004,62813.564,63212.886,63325.779,63390.772000000004,63708.22,63819.44,63980.23,63992.014,64170.755000000005,64246.131,64886.652,65274.687,65376.283,65400.036,66013.652,66568.361,66889.908,67319.564,68050.743,68273.519,68406.91,68575.152,68876.073,68889.893,69204.272,69307.175,70075.349,71076.367,71808.424,71884.982,72025.476,72381.5,72440.48700000001,72463.784,72568.642,72692.82,72984.573,73750.539,74320.808,75068.681,75147.142,75461.969,75517.515,78163.971,78762.498,79146.875,80002.349,80039.479,80308.40000000001,80791.91500000001,80975.341,81199.282,81305.66,81470.039,81898.759,82239.41500000001,82517.935,82692.345,82928.094,83077.196,83622.537,83757.09,83891.114,84155.0,84500.353,84549.227,84941.327,85072.356,85276.316,85748.06,85789.049,86492.961,86550.029,86734.599,87172.985,87882.333,88496.445,89166.524,89255.318,89275.73700000001,89520.87,89728.422,89765.353,90130.312,90703.751,90867.109,91066.512,91254.44900000001,91333.503,91435.912,91604.029,91735.187,92177.582,92494.577,92530.649,92741.48700000001,93166.549,93499.768,93544.088,93771.635,93872.614,93954.037,94032.86600000001,95330.389,96566.888,97197.198,97221.18000000001,97468.989,97646.465,97648.62,97967.395,98416.501,98934.317,99207.602,99607.516,99759.984,101039.495,101329.584,101680.648,101718.499,102042.312,102131.823,102589.476,103321.564,103554.744,103566.164,103646.883,104435.84700000001,104585.189,105231.136,105332.394,105977.053,106205.592,106385.826,107468.841,107629.138,107708.833,108132.937,109783.067,109873.947,110537.602,110764.967,110811.519,110838.276,110937.033,111189.18400000001,111483.926,112663.239,112760.368,112838.038,113636.27500000001,113762.586,114610.867,114727.817,115723.79000000001,115964.38100000001,116058.121,116364.361,116527.557,116905.85800000001,117216.628,118366.386,119626.441,120194.444,120577.926,121119.782,121373.448,122133.933,122779.678,123379.072,124504.91500000001,125121.124,125292.479,125959.432,126081.004,126163.398,126362.552,127199.356,127395.073,127783.35100000001,127850.996,129744.899,129973.1,130164.331,131898.066,132077.279,132457.698,133166.399,134586.989,136320.497,136577.483,136925.297,136966.428,137801.228,138962.393,139155.183,139792.357,142856.319,143660.636,143748.577,144155.089,144571.73,145907.489,148074.384,149387.70500000002,150638.196,151413.801,156096.179,157147.076,159653.802,160684.133,161482.346,161677.698,161746.013,163265.595,164497.011,165102.18,165371.918,165948.211,166787.211,169059.59100000001,169139.64800000002,174522.228,174683.375,175089.356,176659.23,177945.22400000002,179530.52300000002,183928.351,188478.082,190430.298,190611.889,190760.858,193415.764,194220.873,196520.983,197143.16700000002,198086.769,198594.51,199841.574,203125.834,206485.477,207323.91700000002,209595.693,213838.96300000002,214347.80000000002,216084.327,218017.68600000002,222517.644,223025.991,224640.03900000002,225459.995,226377.25400000002,237145.758,237563.526,240562.453,241843.127,248552.418,248691.515,250555.829,254843.891,258181.152,261244.294,262160.919,262756.895
120,506.726,666.605,799.847,901.832,1611.368,3084.568,3326.981,3949.279,5271.414,5462.1050000000005,6174.383,6775.233,6806.005,7039.245,7590.56,8278.863,8322.127,8413.197,8431.391,8628.526,9012.809,9086.587,9293.82,9353.552,9358.386,9963.308,10884.545,10913.552,11244.047,11249.291000000001,11540.972,11815.523000000001,12007.03,12097.972,12420.555,12511.326000000001,12758.407000000001,12831.426,12948.389000000001,12986.162,13018.078,13954.550000000001,13984.506,14106.144,14137.652,14282.822,14402.36,14528.594000000001,14565.709,14729.322,15491.453,15953.154,15998.081,16232.927,16472.001,16500.025,16559.406,16632.095,16657.477,16899.276,16912.505,17178.767,17289.518,17296.02,17385.953,17635.104,17795.313000000002,18112.513,18350.954,18482.613,19042.011,19552.557,19614.076,19762.466,19845.784,20003.395,20024.426,20197.215,20373.483,20437.697,20477.598,20587.989,20815.528000000002,20836.82,20888.255,20958.348,21029.082000000002,21160.91,21419.131,21567.868000000002,21691.227,21923.721,22173.953,22205.965,22657.924,23126.807,23359.901,23388.955,23401.158,23412.809,23462.003,23489.296000000002,23535.749,23622.344,23659.456000000002,23902.75,24111.927,24130.170000000002,24233.936,24361.827,24402.045000000002,24449.031,24630.448,24712.712,24901.805,24941.386000000002,25471.87,25514.699,25853.751,25957.79,26249.084,26551.185,26785.324,27087.717,27123.7,27195.158,27262.440000000002,27334.238,27386.857,27602.694,27683.07,27892.959,27913.18,28047.447,28078.007,28128.225000000002,28227.818,28360.511000000002,28564.969,28656.769,28880.004,28903.696,29110.751,29478.949,29572.543,30049.356,30294.212,30384.98,30523.562,30770.533,30944.782,31656.47,31703.541,31794.852,31828.993000000002,31984.357,32047.602,32238.106,32373.803,32605.471,32639.54,32716.108,32722.015,32723.729,33272.695,33277.779,33284.104,33488.926,33837.191,33954.17,34234.904,34456.68,34497.244,34804.935,34832.816,34887.332,34949.911,34951.568,35042.348,35105.855,35783.367,35933.345,35974.64,36007.950000000004,36200.441,36231.776,36492.368,36526.779,36807.64,36941.288,37410.877,37579.385,37890.348,37979.374,37986.911,37989.494,38057.559,38162.611000000004,38401.982,38560.624,38827.204,38987.685,39094.182,39270.438,39457.322,39471.711,39521.229,39644.419,39796.768000000004,39830.225,39898.958,39970.66,40207.473,40228.842000000004,40231.93,40369.847,41263.386,41263.922,41469.366,41765.648,41884.852,41976.225,42878.326,43058.445,43098.514,43154.325000000004,43232.767,43658.389,43697.585,43791.94,43921.476,44250.596,44272.126000000004,44368.053,44475.906,44602.247,44712.421,44957.311,45037.82,45056.364,45227.907,45237.462,45269.809,45412.296,45443.83,45480.564,45691.351,45728.639,45872.299,46242.449,46242.993,46456.052,46510.272000000004,46600.608,47149.224,47169.844000000005,47308.962,47345.514,48158.946,48160.06,48371.526,48898.308000000005,48967.109000000004,49111.899,49209.268000000004,49289.105,49398.666,49508.471,49544.475,49974.274,50415.794,50480.165,50693.340000000004,50731.899,50817.91,50835.270000000004,51028.605,51756.715000000004,52239.603,52247.16,52406.014,52450.107,52496.653,52625.036,52682.866,52865.899,52939.389,53146.626000000004,53320.504,53593.46,54119.208,54667.497,54757.182,54887.966,55159.294,55424.988,55454.071,55521.005000000005,55905.848,55932.019,56310.397000000004,56495.121,56685.973,57075.591,57103.792,57296.913,57427.587,57587.317,57993.645000000004,58114.768000000004,58118.688,58816.638,59062.599,59517.296,59636.259,59760.991,60149.514,60705.867,60901.017,61134.601,61190.565,61263.807,61409.135,61433.769,62098.483,62142.369,62549.249,62619.773,63158.092000000004,63514.912000000004,63562.778,63581.211,63942.812,65651.813,66521.888,66957.594,67129.13100000001,67292.962,67326.19,67349.34300000001,67411.435,67685.173,67791.239,68143.712,68420.567,68456.344,68846.304,68849.66500000001,68952.423,69969.183,69995.176,70371.069,70730.413,71100.336,71186.179,72296.357,72420.427,72455.978,72593.197,72627.741,72695.835,72761.327,72971.08,73021.912,73939.373,74604.742,75247.778,75380.189,75564.816,76035.764,76867.935,77018.762,77023.159,77056.079,77441.236,79131.407,79871.676,80307.202,80356.602,80756.552,80977.204,81128.154,81396.542,81505.67,81594.67,82121.546,82266.34,82945.255,82966.454,83539.494,83867.948,84597.105,84651.23700000001,84725.99,85201.299,85921.96,86382.307,87203.371,87990.779,88455.181,88910.816,89630.099,89688.168,89889.973,89915.30900000001,90068.907,90433.49,90653.846,91328.342,91488.037,91913.562,91945.224,92144.236,92840.925,92860.687,93115.746,93149.442,93364.353,93381.73700000001,93547.357,94278.61200000001,94686.515,94827.07400000001,95374.918,95645.674,96440.687,97958.474,98772.212,99085.82,99600.416,100621.398,101232.43800000001,101306.038,101985.946,102023.577,102047.384,102360.142,102374.447,102506.64,104005.723,105264.314,106044.048,106078.57400000001,106911.16100000001,107354.012,107706.227,108859.734,109544.476,109917.156,109971.61600000001,111501.626,112334.452,114031.68800000001,117381.11200000001,118241.077,118523.22600000001,119023.159,120407.1,120836.565,120850.119,121018.167,122391.259,123491.556,124228.38,124711.695,127193.299,128387.754,129574.838,131191.29200000002,131923.413,132232.951,133093.416,136107.44700000001,137770.905,138932.079,140264.95500000002,144708.814,146592.595,147771.495,155467.65600000002,159651.737,160150.138,163654.084,164112.79200000002,169970.814,173345.778,176364.325,178541.017,185136.21,189588.397,191989.38,192943.416,197528.503,199318.115,200163.541,215252.15,226577.68300000002,234741.891,242243.75100000002,242376.103
123,246.54,312.443,355.371,403.16,423.856,453.60200000000003,470.29900000000004,471.718,507.04200000000003,512.194,514.3340000000001,521.497,525.549,557.408,590.443,595.729,632.885,641.058,646.889,664.849,710.095,715.4780000000001,732.5070000000001,745.487,758.088,770.927,795.3000000000001,808.107,819.945,820.891,850.624,854.788,866.89,866.953,867.41,876.601,895.513,904.793,938.0020000000001,952.796,956.301,963.3340000000001,974.59,989.306,989.3530000000001,991.8050000000001,995.674,1031.991,1096.116,1105.558,1117.3600000000001,1152.713,1208.101,1214.525,1252.525,1296.525,1360.902,1493.921,1666.115,1951.747,1969.493,2002.661,2133.194,2259.563,2405.504,2499.406,2693.257,2716.541,2801.659,3019.793,3035.527,3139.429,3415.308,3471.578,3523.466,3608.223,3790.458,3912.359,3964.043,4123.43,4167.948,4171.417,4199.317,4231.926,4474.5650000000005,4642.397,4691.532,4872.272,5014.262,5102.528,5140.223,5173.145,5300.508,5477.165,5592.293,5633.107,5730.953,5814.925,5843.702,6281.997,6305.245,6343.392,6357.79,6367.954,6389.493,6427.879,6748.242,6901.649,6903.712,7156.954,7203.811000000001,7235.49,7331.295,7336.04,7634.494000000001,7675.946,7681.18,7712.4220000000005,7766.148,7794.302000000001,7857.5560000000005,7881.923,8015.107,8111.859,8129.582,8266.757,8285.728000000001,8495.58,8518.998,8527.061,8541.43,8617.473,8619.063,8676.922,8715.511,8809.089,8917.756,9017.922,9103.27,9104.19,9123.489,9132.895,9152.516,9238.029,9309.049,9355.089,9506.217,9553.276,10019.932,10043.675000000001,10180.162,10380.803,10463.481,10744.18,10838.301,10956.005000000001,11277.369,11500.257,11519.896,11526.253,11735.705,11757.862000000001,12012.262,12125.531,12206.659,12234.897,12252.013,12264.686,12350.209,12361.072,12435.124,12474.252,12598.821,12717.786,12786.844000000001,12881.781,13118.907000000001,13191.592,13217.895,13385.853000000001,13554.83,13575.339,13780.710000000001,13918.303,13968.308,13977.146,13979.269,13993.825,14009.898000000001,14275.315,14370.631,14518.551,14594.251,14689.671,14739.907000000001,14870.552,14884.172,15058.609,15093.305,15164.141,15174.685,15200.207,15281.696,15430.337,15495.794,15893.827000000001,15967.720000000001,16207.549,16230.147,16270.671,16284.663,16394.451,16514.564000000002,16616.201,16748.52,16775.505,16780.43,17011.927,17155.577,17315.074,17448.496,17555.579,17651.741,17698.782,17727.938000000002,17971.155,18002.404,18019.354,18244.148,18361.782,18389.129,18525.536,18539.672,18964.812,19199.829,19757.852,19855.152000000002,19880.331000000002,19908.547,20192.956000000002,20257.111,20294.011000000002,20397.666,20424.067,20520.437,20593.995,20594.972,20609.917,20640.081000000002,20792.785,20899.266,20991.122,21373.268,21509.999,21552.072,21656.401,22032.506,22115.785,22154.008,22404.587,22554.963,22574.588,22657.431,23052.502,23077.156,23366.837,23394.319,23517.526,23619.9,23685.022,23828.438000000002,23830.825,23875.075,24110.764,24178.961,24464.037,24562.005,24808.332000000002,24846.162,24874.553,24916.341,24939.733,25063.027000000002,25193.749,25197.111,25633.818,25704.373,25711.662,25979.001,26244.826,26278.894,26324.073,26376.953,26520.848,26555.201,26682.125,27034.729,27138.429,27368.269,27368.503,27565.239,27572.544,27815.274,27923.511000000002,28331.689000000002,28439.178,28526.511000000002,28527.659,28558.322,28582.420000000002,28719.895,28749.817,29040.995,29101.33,29113.175,29364.119000000002,29465.891,29704.734,29731.377,29859.497,29983.722,29997.199,30211.165,30293.89,30421.202,31057.467,31160.21,31254.523,31279.187,31284.853,31344.985,31851.248,32284.765,32390.567,32550.976000000002,32858.669,33046.827,33113.215000000004,33334.316,33537.61,33549.353,33646.802,33851.321,33921.805,33949.392,33958.326,34091.681000000004,34134.522,34317.843,34687.132,35607.938,35987.024,36440.038,36573.952,36918.298,37072.323000000004,37108.466,37127.402,37490.429000000004,37520.926,37785.182,37786.549,38374.686,38582.613,38844.777,38915.259,39144.37,39223.143000000004,40318.231,40599.207,40713.038,40820.94,40849.646,40926.252,41264.964,41521.953,41641.353,41906.964,42898.342000000004,43228.885,43358.502,44003.607,44029.114,44030.486000000004,44061.016,44081.408,44197.369,44396.98,44804.797,45343.090000000004,45660.767,45815.265,46016.146,46388.387,46564.135,46590.558000000005,47186.951,47197.078,47500.869,47904.834,47952.733,48108.789000000004,48446.105,48628.619,49423.408,49692.92,49747.553,50021.259,50055.472,50996.697,51352.181000000004,51429.116,51468.427,51887.659,51965.145000000004,53068.747,53199.46,53308.708,53633.404,54209.094000000005,54370.69,54693.229,54986.499,55366.577000000005,57217.826,57414.927,57521.562,57718.328,58413.767,59671.371,59891.104,59934.624,60231.863000000005,60820.527,60936.229,61552.683000000005,61770.493,61944.164000000004,62158.009,62540.771,62772.614,62980.821,63942.727,65402.207,65567.133,66142.473,66375.984,66402.55900000001,66743.4,66754.472,67566.333,67742.946,67760.616,68593.509,68910.355,68998.895,70330.03,70516.538,72328.065,74593.566,75220.513,75240.929,75859.421,76580.081,77999.695,79757.06,80528.75,80622.73,82864.584,82966.065,83245.52100000001,85587.803,86401.645,86542.882,87376.148,88047.922,89212.148,89510.474,90148.489,90482.773,91136.589,91609.592,95008.95300000001,95537.641,95539.486,100845.076,101715.046,102190.989,103964.27500000001,107120.461,111933.317,112666.873,115671.35100000001,117450.48300000001,119320.454,129059.187,130188.658,153607.988,154221.986,156226.79,158955.063,160972.838,164756.305,165424.331,183140.908,184979.26,190043.83800000002,224747.241,226065.58800000002,253795.31
126,138.415,146.815,157.727,158.808,177.428,188.736,198.216,199.30700000000002,199.89000000000001,201.306,202.305,204.47,206.238,208.121,208.272,213.29500000000002,218.363,225.641,226.32,226.42000000000002,233.058,233.45000000000002,238.496,239.67600000000002,243.431,245.929,262.984,263.498,265.787,266.522,279.67900000000003,283.909,286.0,287.242,287.253,293.481,297.061,299.616,300.258,300.51,308.082,308.546,310.396,315.78000000000003,327.972,328.113,330.982,335.369,337.593,338.259,344.294,344.416,348.693,350.432,354.29,356.261,357.21500000000003,365.908,369.019,369.681,370.734,376.47,379.331,382.077,392.294,392.891,392.913,395.339,397.166,397.577,398.885,402.812,403.326,403.438,405.903,406.753,407.964,409.315,409.77,412.071,412.63,413.1,413.48900000000003,413.608,416.52,423.892,431.57800000000003,433.16200000000003,441.37,454.896,455.93,462.389,462.468,463.24600000000004,463.973,470.529,471.447,472.34700000000004,486.235,486.253,486.572,496.855,502.108,503.314,504.837,517.0600000000001,520.551,527.631,536.16,538.333,539.712,539.744,542.972,549.922,550.766,551.861,556.208,559.033,560.171,562.392,565.8050000000001,571.359,571.879,586.449,593.971,600.782,605.41,611.078,611.356,616.7520000000001,622.125,623.652,632.457,636.057,641.755,642.8100000000001,650.488,657.694,663.0,665.5120000000001,670.159,671.319,679.745,687.008,687.6560000000001,688.261,694.106,696.868,698.716,701.096,704.28,715.485,718.336,719.543,722.57,734.845,735.988,736.013,740.455,752.448,754.36,757.751,774.451,785.5790000000001,786.1510000000001,787.389,788.553,796.924,802.4350000000001,806.232,807.049,807.289,809.5840000000001,811.091,814.484,822.148,824.958,834.91,836.999,837.461,837.591,855.414,855.778,858.4540000000001,869.821,879.153,885.802,893.475,900.154,901.9010000000001,903.101,919.647,927.5360000000001,932.4680000000001,938.317,948.0840000000001,962.934,972.9200000000001,975.9730000000001,977.8910000000001,980.807,989.169,996.8720000000001,997.809,999.561,1003.448,1011.155,1019.2520000000001,1023.76,1025.557,1043.561,1065.849,1066.132,1069.857,1076.224,1088.592,1095.104,1099.0330000000001,1103.328,1112.968,1113.579,1114.054,1122.3220000000001,1122.93,1127.242,1130.981,1140.8890000000001,1146.6100000000001,1168.306,1187.185,1187.671,1193.1390000000001,1194.692,1200.65,1216.699,1225.202,1228.315,1238.578,1240.012,1242.972,1248.5230000000001,1248.845,1276.311,1280.195,1281.576,1299.7450000000001,1299.832,1358.914,1368.343,1405.343,1416.621,1596.359,1633.057,1718.554,1725.942,1853.564,1902.661,1940.093,2054.887,2064.283,2094.812,2214.685,2256.651,2276.181,2285.756,2311.721,2319.143,2330.6150000000002,2409.607,2505.5660000000003,2532.0480000000002,2581.35,2619.399,2649.09,2707.5190000000002,2746.539,3043.002,3206.39,3229.608,3256.5080000000003,3319.5170000000003,3469.61,3630.5080000000003,3665.3360000000002,3741.147,3780.733,3794.029,3871.821,3900.925,4042.77,4245.573,4393.477,4543.183,4566.311,4906.475,4946.017,4989.735,5102.277,5117.363,5256.197,5373.1,5375.698,5382.0740000000005,5392.009,5502.886,5545.76,5582.071,5704.706,5791.5470000000005,5870.947,5902.868,6009.684,6170.182,6276.7080000000005,6293.3730000000005,6303.308,6303.615,6334.342000000001,6453.454,6505.155,6557.508,6558.798,6568.39,6763.974,6774.903,6781.017,7010.023,7014.839,7137.995,7458.191,7597.071,7667.735000000001,7678.7970000000005,7721.444,8295.834,8296.151,8346.485,8629.41,8689.195,8729.556,8835.805,8875.062,9050.777,9070.798,9491.904,9656.413,9742.696,10059.649,10067.431,10405.357,10712.36,10750.331,11036.027,11128.222,11367.849,11514.228000000001,11526.354,11572.681,11614.927,11627.327000000001,11743.49,11873.37,11874.218,12096.86,12224.101,12585.550000000001,12649.949,12749.405,12779.891,12860.162,12875.386,12898.726,12920.326000000001,12950.591,13077.813,13093.149,13098.659,13214.897,13278.846,13307.136,13565.747,13620.555,13780.87,13924.729000000001,14040.472,14109.371000000001,14189.137,14286.659,14383.215,14440.444,14500.051,14557.932,14569.248,14794.233,14873.458,14981.581,15463.627,15636.089,15986.82,16071.286,16179.223,16783.757,16858.127,17179.301,17284.537,17322.026,17460.31,17522.714,17580.368,17882.086,17882.892,18032.028000000002,18076.670000000002,18375.373,18743.48,18969.93,19028.729,19078.66,19098.558,19138.923,19277.783,19310.131,19316.449,19616.945,19720.849000000002,19909.924,19929.001,19992.973,20048.373,20397.293,20452.557,20562.851,20775.979,21141.542,21272.538,21488.449,21620.501,21817.387,21849.035,21917.219,22456.826,23911.703,24331.917,24338.135000000002,24526.041,24886.844,25313.267,25391.581000000002,25607.147,25713.741,25819.429,26298.605,26319.658,26861.299,26882.775,27319.211,27967.245,28704.027000000002,28966.386000000002,28981.936,29216.976000000002,29654.279000000002,30833.690000000002,30926.326,31024.881,31193.516,31235.145,31280.315000000002,31783.442,32244.978,32566.021,32566.516,32643.25,33093.816,34333.225,34429.612,34968.44,35365.208,35865.528,37312.975,38441.568,39484.587,39533.083,39699.699,39736.328,41826.668,43455.966,43710.982,43792.354,43814.525,43846.802,44761.806000000004,45326.668,46234.88,46656.494,48851.953,50249.426,51785.544,52726.372,53373.006,54625.346,57731.508,59215.788,64361.031,64868.424,72183.57400000001,76438.406,79633.615,81667.007,83466.311,89183.967,127854.766
